0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
1.0000001,0.71101105,0.6322177,0.7497282,0.56329316,0.776779,0.48035315,0.49924293,0.42321095,0.6243841,0.4874668,0.45517012,0.5773322,0.3060202,0.6585272,0.60559136,0.56315035,0.28885284,0.3801723,0.43471447,0.47207043,0.42561936,0.52164745,0.42969877,0.59861195,0.52401173,0.36809343,0.41563508,0.48890382,0.5811564
0.71101105,0.9999998,0.6609279,0.643719,0.6101549,0.65716606,0.44791824,0.46897092,0.43981323,0.5497823,0.45734408,0.54524803,0.46714488,0.3115378,0.66183364,0.4737488,0.43420058,0.24145314,0.28095782,0.43342602,0.438497,0.6124507,0.5318443,0.40908632,0.49439394,0.5231764,0.39154148,0.41037455,0.43200088,0.5094785
0.6322177,0.6609279,0.9999998,0.6848668,0.5808428,0.5863243,0.43337598,0.4717688,0.4162057,0.48464963,0.494705,0.57255155,0.5422626,0.38363624,0.73933524,0.52120674,0.3649787,0.22137332,0.35588405,0.31265095,0.4842622,0.4776343,0.67503494,0.45989916,0.44346946,0.41968232,0.3951759,0.44164804,0.39935118,0.47067192
0.7497282,0.643719,0.6848668,0.9999993,0.55300766,0.66923267,0.6515027,0.5446543,0.48580417,0.48978278,0.4988638,0.50948673,0.40882906,0.33624914,0.6877666,0.524565,0.4966053,0.24996759,0.4303367,0.4348251,0.55739915,0.528404,0.6625794,0.50380486,0.4678242,0.40561914,0.42343447,0.40389353,0.33299538,0.4900233
0.56329316,0.6101549,0.5808428,0.55300766,1.0000001,0.5300914,0.39376327,0.51576805,0.4613712,0.5879341,0.57351905,0.47816426,0.52059627,0.35368198,0.5710897,0.6149706,0.4480222,0.3634708,0.3459678,0.48184326,0.4179164,0.519386,0.4801865,0.43789604,0.44342926,0.43312985,0.47223213,0.47494715,0.39409196,0.6393202
0.776779,0.65716606,0.5863243,0.66923267,0.5300914,1.0000002,0.5038494,0.49763367,0.51233673,0.5650481,0.5186158,0.50129795,0.5375393,0.22840178,0.67623836,0.46802938,0.57571447,0.27595827,0.36091036,0.52217233,0.49742657,0.5398457,0.46539512,0.46243912,0.6570702,0.4230983,0.3931824,0.4840793,0.5048872,0.5789217
0.48035315,0.44791824,0.43337598,0.6515027,0.39376327,0.5038494,0.9999999,0.73750836,0.6292672,0.41732368,0.43901548,0.49786097,0.28293508,0.31417048,0.47764567,0.43734542,0.37705398,0.27371,0.55366015,0.5850091,0.80496424,0.6199205,0.47617608,0.6239863,0.39420682,0.4104866,0.35619423,0.2935068,0.3188155,0.39255342
0.49924293,0.46897092,0.4717688,0.5446543,0.51576805,0.49763367,0.73750836,0.9999996,0.6054924,0.5177982,0.5606516,0.53674346,0.46780258,0.45031175,0.5000404,0.51750445,0.434708,0.2721036,0.40765393,0.5078458,0.69606435,0.49051654,0.46682653,0.5123755,0.3789873,0.47835964,0.35784018,0.31456605,0.34680584,0.50519943
0.42321095,0.43981323,0.4162057,0.48580417,0.4613712,0.51233673,0.6292672,0.6054924,1.0000001,0.5757272,0.44040072,0.46976426,0.4195325,0.23886499,0.47012144,0.524597,0.4703268,0.38227472,0.6006726,0.7339834,0.70381564,0.62883353,0.5728975,0.54008585,0.6180732,0.47010738,0.63716835,0.54552215,0.5050858,0.6416914
0.6243841,0.5497823,0.48464963,0.48978278,0.5879341,0.5650481,0.41732368,0.5177982,0.5757272,1.0000001,0.4994142,0.5308337,0.5118065,0.19897339,0.4658552,0.60506165,0.4610662,0.22555515,0.23534797,0.57135016,0.41190004,0.3791694,0.504843,0.2549422,0.62452734,0.6281979,0.50512385,0.67519444,0.71511036,0.6420261
