0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.4874668,0.45734408,0.494705,0.4988638,0.57351905,0.5186158,0.43901548,0.5606516,0.44040072,0.4994142,1.0,0.68568814,0.5752403,0.43586314,0.47911483,0.5803207,0.40597156,0.275958,0.39453435,0.44633284,0.4352134,0.5676777,0.42279884,0.3274678,0.35397267,0.2724344,0.35909316,0.3898328,0.37249416,0.6422317
0.45517012,0.54524803,0.57255155,0.50948673,0.47816426,0.50129795,0.49786097,0.53674346,0.46976426,0.5308337,0.68568814,0.99999934,0.55763686,0.39980683,0.57983565,0.46139073,0.4014368,0.21909045,0.39990062,0.4268358,0.51871336,0.5737956,0.54911953,0.405411,0.3938115,0.34114045,0.36351934,0.35844558,0.30289984,0.44711843
0.5773322,0.46714488,0.5422626,0.40882906,0.52059627,0.5375393,0.28293508,0.46780258,0.4195325,0.5118065,0.5752403,0.55763686,0.99999934,0.4116328,0.56027967,0.53970504,0.59932375,0.23458676,0.32609436,0.29163814,0.3360181,0.355477,0.47568077,0.31714094,0.46523428,0.3243125,0.30898818,0.36194098,0.3129535,0.6343566
0.3060202,0.3115378,0.38363624,0.33624914,0.35368198,0.22840178,0.31417048,0.45031175,0.23886499,0.19897339,0.43586314,0.39980683,0.4116328,1.0,0.39735052,0.47962254,0.39814544,0.28289685,0.31564412,0.15435386,0.3655516,0.3449332,0.31617105,0.39071125,0.15979691,0.27912107,0.17699794,0.08911195,0.040136337,0.31025344
0.6585272,0.66183364,0.73933524,0.6877666,0.5710897,0.67623836,0.47764567,0.5000404,0.47012144,0.4658552,0.47911483,0.57983565,0.56027967,0.39735052,1.0000005,0.49738172,0.53240895,0.32052833,0.40704507,0.35771286,0.55314964,0.46690196,0.65978307,0.5449346,0.4653811,0.34134284,0.3638005,0.40316957,0.30827093,0.46519268
0.60559136,0.4737488,0.52120674,0.524565,0.6149706,0.46802938,0.43734542,0.51750445,0.524597,0.60506165,0.5803207,0.46139073,0.53970504,0.47962254,0.49738172,1.0000001,0.58227295,0.36005992,0.4106997,0.47783685,0.45321265,0.48677146,0.48989984,0.42051584,0.49956888,0.5441654,0.4855172,0.42448542,0.45223218,0.6143849
0.56315035,0.43420058,0.3649787,0.4966053,0.4480222,0.57571447,0.37705398,0.434708,0.4703268,0.4610662,0.40597156,0.4014368,0.59932375,0.39814544,0.53240895,0.58227295,0.9999996,0.29828995,0.29893968,0.371235,0.36097455,0.41249117,0.45690668,0.36065194,0.56584203,0.36406517,0.3377801,0.38078013,0.30856523,0.5315627
0.28885284,0.24145314,0.22137332,0.24996759,0.3634708,0.27595827,0.27371,0.2721036,0.38227472,0.22555515,0.275958,0.21909045,0.23458676,0.28289685,0.32052833,0.36005992,0.29828995,1.0000002,0.63538235,0.47901356,0.3808372,0.4247356,0.34245664,0.5785762,0.32054967,0.22831263,0.44619966,0.31742835,0.1682978,0.31912205
0.3801723,0.28095782,0.35588405,0.4303367,0.3459678,0.36091036,0.55366015,0.40765393,0.6006726,0.23534797,0.39453435,0.39990062,0.32609436,0.31564412,0.40704507,0.4106997,0.29893968,0.63538235,0.99999976,0.5889004,0.6626221,0.5800004,0.5222802,0.7265473,0.42713454,0.28218186,0.50319874,0.30705893,0.16117543,0.43075353
0.43471447,0.43342602,0.31265095,0.4348251,0.48184326,0.52217233,0.5850091,0.5078458,0.7339834,0.57135016,0.44633284,0.4268358,0.29163814,0.15435386,0.35771286,0.47783685,0.371235,0.47901356,0.5889004,1.0000002,0.62228036,0.6373756,0.43810868,0.5592714,0.59869945,0.4487729,0.6544061,0.5691784,0.5254103,0.60898554
0.47207043,0.438497,0.4842622,0.55739915,0.4179164,0.49742657,0.80496424,0.69606435,0.70381564,0.41190004,0.4352134,0.51871336,0.3360181,0.3655516,0.55314964,0.45321265,0.36097455,0.3808372,0.6626221,0.62228036,1.0000004,0.6550528,0.5585164,0.779028,0.4103944,0.42025802,0.43566504,0.36266112,0.33829272,0.4190879
0.42561936,0.6124507,0.4776343,0.528404,0.519386,0.5398457,0.6199205,0.49051654,0.62883353,0.3791694,0.5676777,0.5737956,0.355477,0.3449332,0.46690196,0.48677146,0.41249117,0.4247356,0.5800004,0.6373756,0.6550528,1.0000001,0.505608,0.60812634,0.44660512,0.34170172,0.51954395,0.39840913,0.3593441,0.503148
0.52164745,0.5318443,0.67503494,0.6625794,0.4801865,0.46539512,0.47617608,0.46682653,0.5728975,0.504843,0.42279884,0.54911953,0.47568077,0.31617105,0.65978307,0.48989984,0.45690668,0.34245664,0.5222802,0.43810868,0.5585164,0.505608,1.0000006,0.5164521,0.5105008,0.44485348,0.4949087,0.5621168,0.35840788,0.44845557
0.42969877,0.40908632,0.45989916,0.50380486,0.43789604,0.46243912,0.6239863,0.5123755,0.54008585,0.2549422,0.3274678,0.405411,0.31714094,0.39071125,0.5449346,0.42051584,0.36065194,0.5785762,0.7265473,0.5592714,0.779028,0.60812634,0.5164521,0.9999995,0.40112454,0.3119867,0.3490281,0.31966394,0.18076871,0.34140894
0.59861195,0.49439394,0.44346946,0.4678242,0.44342926,0.6570702,0.39420682,0.3789873,0.6180732,0.62452734,0.35397267,0.3938115,0.46523428,0.15979691,0.4653811,0.49956888,0.56584203,0.32054967,0.42713454,0.59869945,0.4103944,0.44660512,0.5105008,0.40112454,1.0000002,0.58781964,0.5587254,0.6885755,0.662858,0.6208523
0.52401173,0.5231764,0.41968232,0.40561914,0.43312985,0.4230983,0.4104866,0.47835964,0.47010738,0.6281979,0.2724344,0.34114045,0.3243125,0.27912107,0.34134284,0.5441654,0.36406517,0.22831263,0.28218186,0.4487729,0.42025802,0.34170172,0.44485348,0.3119867,0.58781964,0.9999999,0.49801952,0.485825,0.5861155,0.46248168
0.36809343,0.39154148,0.3951759,0.42343447,0.47223213,0.3931824,0.35619423,0.35784018,0.63716835,0.50512385,0.35909316,0.36351934,0.30898818,0.17699794,0.3638005,0.4855172,0.3377801,0.44619966,0.50319874,0.6544061,0.43566504,0.51954395,0.4949087,0.3490281,0.5587254,0.49801952,1.0000001,0.5388553,0.48377687,0.5665126
0.41563508,0.41037455,0.44164804,0.40389353,0.47494715,0.4840793,0.2935068,0.31456605,0.54552215,0.67519444,0.3898328,0.35844558,0.36194098,0.08911195,0.40316957,0.42448542,0.38078013,0.31742835,0.30705893,0.5691784,0.36266112,0.39840913,0.5621168,0.31966394,0.6885755,0.485825,0.5388553,1.0000007,0.750869,0.52907056
0.48890382,0.43200088,0.39935118,0.33299538,0.39409196,0.5048872,0.3188155,0.34680584,0.5050858,0.71511036,0.37249416,0.30289984,0.3129535,0.040136337,0.30827093,0.45223218,0.30856523,0.1682978,0.16117543,0.5254103,0.33829272,0.3593441,0.35840788,0.18076871,0.662858,0.5861155,0.48377687,0.750869,1.0000002,0.53267705
0.5811564,0.5094785,0.47067192,0.4900233,0.6393202,0.5789217,0.39255342,0.50519943,0.6416914,0.6420261,0.6422317,0.44711843,0.6343566,0.31025344,0.46519268,0.6143849,0.5315627,0.31912205,0.43075353,0.60898554,0.4190879,0.503148,0.44845557,0.34140894,0.6208523,0.46248168,0.5665126,0.52907056,0.53267705,0.9999992
