Fear,Depe,Expr,Gent,Prud,Crea,Sent,Gree,Live,Flex,Soci,Sinc,Anxi,Pati,Perf,Fair,Inqu,SocB,Mode,AesA,Forg,Unco,Orga,Dili
1.0,0.38442393268355546,0.3390708908160093,0.35215315786684104,0.46244129843948345,0.45019893546965856,0.33498706512333465,0.30921726068716565,0.3796510454591841,0.38991654244085355,0.2909108391927151,0.35865276871301943,0.4004238993456031,0.3382240467529938,0.20478661961761882,0.43486796358267005,0.27049680015974326,0.5371311340362448,0.31028294134865014,0.2580473202191014,0.329229722454401,0.46849049416176325,0.09979127631358854,0.20540432982784482
0.38442393268355546,1.0,0.4486823313828927,0.570161592177191,0.24606668981698823,0.2656004914879213,0.6214621049154799,0.34394973549099345,0.3060322494010148,0.5853175715019182,0.5271269014944665,0.5888682115244362,0.3664614697880936,0.4509589753156367,0.27310242240864085,0.36510218280958634,0.11538640428746101,0.5262997964185536,0.45461826030088653,0.2644339602589744,0.6239404774699661,0.4488611598479555,0.19376482045844218,0.31541942764237024
0.3390708908160093,0.4486823313828927,1.0,0.5932024857379352,0.3241001289700322,0.4809411387588962,0.5628366560766122,0.44465725492556507,0.4693590636245764,0.5625416252233217,0.6580235319519447,0.5235644574250443,0.5376196987173775,0.6577131523013938,0.37125756045910885,0.33585568594832343,0.4882408265555716,0.7261241276526527,0.40384057883882785,0.4241349265604653,0.45570075216930933,0.5141625210891897,0.3455982443096257,0.4240062128340243
0.35215315786684104,0.570161592177191,0.5932024857379352,1.0,0.36596236724717285,0.4304061348062528,0.6010993865166171,0.37242435908843197,0.37966348384545523,0.7019077556096951,0.5570946805815092,0.5917277565552725,0.46962889677039443,0.6575527937028107,0.4615964519594768,0.4259594515477244,0.2980669157327142,0.6101599809410626,0.5930761558939532,0.3333455972775346,0.6995267344401526,0.5730160470322045,0.3749667275399455,0.3215111153741941
0.46244129843948345,0.24606668981698823,0.3241001289700322,0.36596236724717285,1.0,0.5863559005412855,0.29658304218430764,0.32804699400973264,0.30057706563019504,0.38326228552789826,0.3029619310503085,0.3721774047968908,0.5050958190545244,0.3920240830043566,0.42270943238886166,0.6260657153610717,0.35078403695837546,0.3489587340671156,0.324885700765799,0.24436756241412283,0.3420906500642423,0.46904752402178834,0.34018395933431245,0.38960443130981903
0.45019893546965856,0.2656004914879213,0.4809411387588962,0.4304061348062528,0.5863559005412855,1.0,0.40475416073992687,0.36489865066940097,0.4731479646210794,0.483987498879242,0.46015184693945943,0.39854095412478013,0.48182694367844564,0.4705855083858066,0.35149891119617377,0.43169770818907277,0.5479638616326387,0.4642649605930448,0.40656452031840595,0.3903922781701364,0.3365297953038007,0.599895083853895,0.21948329606805406,0.35936934056529757
0.33498706512333465,0.6214621049154799,0.5628366560766122,0.6010993865166171,0.29658304218430764,0.40475416073992687,1.0,0.322650525446228,0.3067566192420345,0.49554987795660366,0.5805257392761582,0.45386739835462936,0.6256578989604545,0.649817464846838,0.4050532577383637,0.34158800401763123,0.4938513234696196,0.5556160631603805,0.37229099230692586,0.5563280791486105,0.5453260158917946,0.46680079834567795,0.3536118692494599,0.33481674503973874
0.30921726068716565,0.34394973549099345,0.44465725492556507,0.37242435908843197,0.32804699400973264,0.36489865066940097,0.322650525446228,1.0,0.3470725609565783,0.33038146432389026,0.4356130859553866,0.5608235809961778,0.32403349322206526,0.4186974996540516,0.46461686581524847,0.47854372842359716,0.3842170486603582,0.5083939042505974,0.6249837057849298,0.4440517993381065,0.34976392071046397,0.44930625823389125,0.2946434783542636,0.3860846034819203
0.3796510454591841,0.3060322494010148,0.4693590636245764,0.37966348384545523,0.30057706563019504,0.4731479646210794,0.3067566192420345,0.3470725609565783,1.0,0.3667767036562259,0.36070017768487017,0.44116564042166395,0.42259246241293896,0.5053886181662166,0.277387597279477,0.3535571660116615,0.3511850055587581,0.35992488166882447,0.4221668356772285,0.2139214765238654,0.2911444995000939,0.3851670766843095,0.25273140905737396,0.47385261832968584
0.38991654244085355,0.5853175715019182,0.5625416252233217,0.7019077556096951,0.38326228552789826,0.483987498879242,0.49554987795660366,0.33038146432389026,0.3667767036562259,1.0,0.5878332510427258,0.5335732865468656,0.419307171014636,0.6313356207782002,0.3610421410161562,0.40263189777071057,0.2586398722313527,0.5902413733781972,0.45659396180071915,0.3140726101273616,0.6696375865655627,0.6150183377916303,0.3068751688032803,0.41462508980860535
