Fear,Depe,Expr,Gent,Prud,Crea,Sent,Gree,Live,Flex,Soci,Sinc,Anxi,Pati,Perf,Fair,Inqu,SocB,Mode,AesA,Forg,Unco,Orga,Dili
1.0,0.11895146182607187,-0.36663168261677226,-0.05549024290722804,-0.06836071525008428,0.09773600025606739,-0.008832584293046722,0.13519244757902088,0.0506421149201741,-0.07585721787918535,0.14311001292477155,-0.06467451471195661,0.10309187936025734,-0.2812287024135284,0.15040318479535172,-0.10894680109684728,0.08969509290874451,0.043281304543518424,0.007884531012255296,-0.09205616663453621,-0.03183846181130004,0.06863933784391639,0.5487688085948084,0.029541386887612216
0.11895146182607187,1.0,-0.07113302857660207,-0.9684343049985282,-0.9633007361917214,0.9681112420621216,0.9593130546421005,0.9837853106329218,0.971599143304758,-0.96873526100139,0.8879654103727395,-0.9689530107081982,0.9174296103632124,-0.14885422215616523,0.98211396572346,0.8505223054254843,0.9809875379643489,-0.9343576387813706,0.09167432169446658,0.8359578364727552,0.01675724103691166,0.06613749476748912,0.04524993326860425,-0.8278355929148247
-0.36663168261677226,-0.07113302857660207,1.0,0.006526706741113651,0.02201464750653826,-0.030261002541434583,0.07853499812722932,-0.07687330368426708,0.01569271484721623,0.015458124486497995,-0.03429527693315481,-0.043579203229670585,-0.0444751762132667,0.4442097771334383,-0.10530327038090301,0.19550466431255434,-0.024651796612422054,0.026386476869688983,-0.1205084177309169,0.1811521481205582,0.24509842410051627,-0.3544893667821355,-0.27621764073797556,-0.038668593785741674
-0.05549024290722804,-0.9684343049985282,0.006526706741113651,1.0,0.9718773219236541,-0.9540527998749868,-0.9721437335118706,-0.9504138468381351,-0.9572357530329424,0.9629160355762691,-0.8286724244235335,0.9749502160670125,-0.9261880981361337,0.05615111779109018,-0.9514637139204073,-0.8751010088212151,-0.963244272885808,0.9156625197505293,-0.061127913018436925,-0.8599146694336395,-0.04158463114507641,-0.018825611836096327,0.03808219826178337,0.8342712459754911
-0.06836071525008428,-0.9633007361917214,0.02201464750653826,0.9718773219236541,1.0,-0.9441213341013482,-0.958653253710015,-0.9434779897560676,-0.9604140796254569,0.9546569546872401,-0.8472050419305862,0.9705873636208707,-0.9219766537570948,0.05614505641859246,-0.9424667541290191,-0.8799486472131239,-0.9647425068191501,0.9065442239865914,-0.11338609036606956,-0.8375847852791105,-0.03406599960095602,-0.0034245254786029857,0.03123108885731256,0.8624763007414935
0.09773600025606739,0.9681112420621216,-0.030261002541434583,-0.9540527998749868,-0.9441213341013482,1.0,0.9454914701181503,0.9702002456331581,0.9683701352085787,-0.938628839165054,0.8995789703468273,-0.9538400932662295,0.9275365955325763,-0.15959914048168844,0.9736825393176131,0.8463889215795704,0.9733392121681644,-0.9237535872184153,0.1048457570013075,0.8665661973943717,0.01199214785699224,0.07139674863820891,0.07086863733090519,-0.8209075199855439
-0.008832584293046722,0.9593130546421005,0.07853499812722932,-0.9721437335118706,-0.958653253710015,0.9454914701181503,1.0,0.9430076168146756,0.9548048315297009,-0.9503236266537939,0.8293515691924893,-0.9670019145413884,0.9119999705621517,-0.0038947333905319727,0.9383360083347443,0.8946686093700904,0.9596014667056121,-0.9189821095575031,0.06210710440925035,0.8911821893754118,0.09919855497548914,-0.02922937439207977,-0.07732187212196137,-0.8376549976596374
0.13519244757902088,0.9837853106329218,-0.07687330368426708,-0.9504138468381351,-0.9434779897560676,0.9702002456331581,0.9430076168146756,1.0,0.9683601495271642,-0.9532366199288049,0.9101325515173521,-0.95212488004144,0.909285839362203,-0.20514692160687975,0.9841441661540148,0.8254448138931341,0.9789856510515457,-0.9294172760684143,0.10099575048070696,0.8181841941587846,0.025816344441820356,0.10106873450728955,0.10474166301185868,-0.8181635296222205
0.0506421149201741,0.971599143304758,0.01569271484721623,-0.9572357530329424,-0.9604140796254569,0.9683701352085787,0.9548048315297009,0.9683601495271642,1.0,-0.9504771475676345,0.9033796636387206,-0.9625873311129078,0.9114744370527338,-0.10478202755748782,0.963109928884412,0.8605473828791509,0.9776581831582863,-0.9372808714357723,0.09317343248830659,0.8497472235116118,0.05379810245478371,0.04325411489795933,0.0322082059196222,-0.8328152065142168
-0.07585721787918535,-0.96873526100139,0.015458124486497995,0.9629160355762691,0.9546569546872401,-0.938628839165054,-0.9503236266537939,-0.9532366199288049,-0.9504771475676345,1.0,-0.8635517499223931,0.9500354003217009,-0.885617989595147,0.12678305042125643,-0.9505852206474469,-0.8510950561848203,-0.9639504025368484,0.9342776159380328,-0.09720304765640332,-0.8005207486804994,-0.08729599699866229,-0.01563070402090053,0.001714610408375559,0.8165191870956527
0.14311001292477155,0.8879654103727395,-0.03429527693315481,-0.8286724244235335,-0.8472050419305862,0.8995789703468273,0.8293515691924893,0.9101325515173521,0.9033796636387206,-0.8635517499223931,1.0,-0.8618667665069919,0.8259708281138357,-0.24831072475022273,0.8909498672528847,0.7267578076808414,0.8974601661855179,-0.8634525221956298,0.1795792485427693,0.7100025065515319,0.0655802172309732,0.10181822439886691,0.2039616802410327,-0.7252127108364653
-0.06467451471195661,-0.9689530107081982,-0.043579203229670585,0.9749502160670125,0.9705873636208707,-0.9538400932662295,-0.9670019145413884,-0.95212488004144,-0.9625873311129078,0.9500354003217009,-0.8618667665069919,1.0,-0.923458375505857,-0.015655796625226197,-0.9471212344820144,-0.8882575876098929,-0.9654495964022215,0.9126571356186076,-0.04669778359717894,-0.8756841546963585,-0.057044021184457526,0.0429782405299574,0.021775178535394218,0.8572545096610086
