0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1.0,0.9816351,0.98108244,0.96119344,0.9614713,0.95911616,0.961608,0.9677152,0.9735499,0.9736185,0.95852345,0.97130424,0.9704723,0.9587264,0.9630571,0.97123307,0.9547877,0.97207797,0.95830107,0.9698162,0.9702009,0.9544065,0.97633874,0.97201324
0.9816351,1.0000001,0.9861814,0.9654597,0.95188165,0.9532014,0.95565516,0.96364707,0.965777,0.9824253,0.95778155,0.9685897,0.9739332,0.96271783,0.9734434,0.97631925,0.954978,0.9601089,0.9550425,0.9731114,0.96959156,0.954261,0.972711,0.96982425
0.98108244,0.9861814,1.0000001,0.956168,0.9542341,0.9585216,0.9661231,0.9737563,0.9728422,0.97579944,0.96113265,0.97259706,0.97422606,0.962644,0.9714607,0.9770527,0.959751,0.97297734,0.9582268,0.9714114,0.96910703,0.9564728,0.9758325,0.970144
0.96119344,0.9654597,0.956168,0.9999997,0.94920444,0.9443929,0.94221836,0.9512823,0.9682631,0.95151657,0.9305165,0.9643442,0.9481035,0.9407629,0.9486847,0.94054973,0.9373217,0.94411385,0.93484974,0.9510432,0.9551823,0.95420504,0.9526666,0.9558617
0.9614713,0.95188165,0.9542341,0.94920444,1.0000002,0.9688946,0.9711016,0.9690694,0.96105254,0.95389104,0.9509595,0.94951963,0.9593498,0.94832265,0.94240737,0.955676,0.93897444,0.9608124,0.9433802,0.94367087,0.95092756,0.9514268,0.95781666,0.9577383
0.95911616,0.9532014,0.9585216,0.9443929,0.9688946,1.0000001,0.97379726,0.9684265,0.96316385,0.95578974,0.95980114,0.9531302,0.96328515,0.9496222,0.939098,0.9521222,0.9489339,0.9625072,0.9484752,0.94716674,0.9591339,0.9521733,0.964846,0.960672
0.961608,0.95565516,0.9661231,0.94221836,0.9711016,0.97379726,0.99999976,0.9698066,0.9622789,0.965196,0.94980735,0.95177317,0.9610528,0.9559364,0.94764817,0.9603475,0.94942063,0.97085977,0.9532279,0.95232505,0.9468509,0.9453757,0.96319944,0.9540227
0.9677152,0.96364707,0.9737563,0.9512823,0.9690694,0.9684265,0.9698066,0.99999976,0.973132,0.9592045,0.951604,0.9575373,0.97187185,0.9475188,0.9575017,0.9710278,0.94845665,0.96983784,0.9498465,0.958865,0.95901555,0.9433877,0.9652505,0.96161723
0.9735499,0.965777,0.9728422,0.9682631,0.96105254,0.96316385,0.9622789,0.973132,1.0000004,0.96406084,0.95256114,0.97818494,0.96472657,0.953844,0.95986193,0.9587647,0.9571698,0.96963596,0.9581488,0.9632154,0.9611638,0.9542707,0.9671296,0.9642911
0.9736185,0.9824253,0.97579944,0.95151657,0.95389104,0.95578974,0.965196,0.9592045,0.96406084,1.0000002,0.95562243,0.9669368,0.9648738,0.9674909,0.96479666,0.9708886,0.95840275,0.9630355,0.9591635,0.9655199,0.96508497,0.9567202,0.97724557,0.9671499
0.95852345,0.95778155,0.96113265,0.9305165,0.9509595,0.95980114,0.94980735,0.951604,0.95256114,0.95562243,1.0000005,0.960438,0.96779406,0.96834165,0.939636,0.9478247,0.9650797,0.96022004,0.9648286,0.95892584,0.9569393,0.95378906,0.9701723,0.96073884
0.97130424,0.9685897,0.97259706,0.9643442,0.94951963,0.9531302,0.95177317,0.9575373,0.97818494,0.9669368,0.960438,0.9999999,0.96523595,0.9573993,0.95282626,0.95582294,0.96747226,0.96302426,0.9627443,0.96368974,0.96306515,0.9550495,0.9684885,0.969352
0.9704723,0.9739332,0.97422606,0.9481035,0.9593498,0.96328515,0.9610528,0.97187185,0.96472657,0.9648738,0.96779406,0.96523595,1.0000001,0.9621903,0.9645405,0.9743175,0.95330834,0.9618034,0.9524624,0.967879,0.9586075,0.9435551,0.96710956,0.9661725
0.9587264,0.96271783,0.962644,0.9407629,0.94832265,0.9496222,0.9559364,0.9475188,0.953844,0.9674909,0.96834165,0.9573993,0.9621903,1.0,0.9589298,0.95216334,0.9733575,0.9659119,0.97348106,0.96523505,0.95795983,0.9619884,0.97269744,0.967245
0.9630571,0.9734434,0.9714607,0.9486847,0.94240737,0.939098,0.94764817,0.9575017,0.95986193,0.96479666,0.939636,0.95282626,0.9645405,0.9589298,0.99999994,0.9734343,0.95102257,0.95719427,0.947461,0.97530085,0.95352787,0.94668627,0.9664605,0.9650121
0.97123307,0.97631925,0.9770527,0.94054973,0.955676,0.9521222,0.9603475,0.9710278,0.9587647,0.9708886,0.9478247,0.95582294,0.9743175,0.95216334,0.9734343,1.0000002,0.9447646,0.96000606,0.94363207,0.970905,0.95701516,0.9385598,0.96769166,0.97118026
0.9547877,0.954978,0.959751,0.9373217,0.93897444,0.9489339,0.94942063,0.94845665,0.9571698,0.95840275,0.9650797,0.96747226,0.95330834,0.9733575,0.95102257,0.9447646,0.9999999,0.9677873,0.98496795,0.9605655,0.9583707,0.95459354,0.96850073,0.96492124
0.97207797,0.9601089,0.97297734,0.94411385,0.9608124,0.9625072,0.97085977,0.96983784,0.96963596,0.9630355,0.96022004,0.96302426,0.9618034,0.9659119,0.95719427,0.96000606,0.9677873,1.0,0.97224593,0.9646985,0.9619248,0.96000654,0.97369885,0.96622884
0.95830107,0.9550425,0.9582268,0.93484974,0.9433802,0.9484752,0.9532279,0.9498465,0.9581488,0.9591635,0.9648286,0.9627443,0.9524624,0.97348106,0.947461,0.94363207,0.98496795,0.97224593,1.0000002,0.9622338,0.9583669,0.94873434,0.9698606,0.96440756
0.9698162,0.9731114,0.9714114,0.9510432,0.94367087,0.94716674,0.95232505,0.958865,0.9632154,0.9655199,0.95892584,0.96368974,0.967879,0.96523505,0.97530085,0.970905,0.9605655,0.9646985,0.9622338,0.99999994,0.96030694,0.95266193,0.9704533,0.9700497
0.9702009,0.96959156,0.96910703,0.9551823,0.95092756,0.9591339,0.9468509,0.95901555,0.9611638,0.96508497,0.9569393,0.96306515,0.9586075,0.95795983,0.95352787,0.95701516,0.9583707,0.9619248,0.9583669,0.96030694,1.0000001,0.96819293,0.9771584,0.9672788
0.9544065,0.954261,0.9564728,0.95420504,0.9514268,0.9521733,0.9453757,0.9433877,0.9542707,0.9567202,0.95378906,0.9550495,0.9435551,0.9619884,0.94668627,0.9385598,0.95459354,0.96000654,0.94873434,0.95266193,0.96819293,0.9999997,0.9658055,0.9613398
0.97633874,0.972711,0.9758325,0.9526666,0.95781666,0.964846,0.96319944,0.9652505,0.9671296,0.97724557,0.9701723,0.9684885,0.96710956,0.97269744,0.9664605,0.96769166,0.96850073,0.97369885,0.9698606,0.9704533,0.9771584,0.9658055,1.0000005,0.98142797
0.97201324,0.96982425,0.970144,0.9558617,0.9577383,0.960672,0.9540227,0.96161723,0.9642911,0.9671499,0.96073884,0.969352,0.9661725,0.967245,0.9650121,0.97118026,0.96492124,0.96622884,0.96440756,0.9700497,0.9672788,0.9613398,0.98142797,1.0000001
