0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.9999999,0.6766966,0.81875575,0.6813436,0.43791494,0.4061673,0.39228237,0.46554962,0.59649044,0.67602754,0.41464588,0.49087828,0.35791567,0.3527615,0.58654815,0.5781203,0.3093346,0.5552277,0.35943472,0.66419935,0.61586195,0.43075284,0.6957373,0.6128005
0.6766966,1.0000006,0.77490664,0.64609295,0.32839343,0.3397443,0.32088897,0.3895609,0.493732,0.6661993,0.3718221,0.56368977,0.44007394,0.39454764,0.52640486,0.5145211,0.3988112,0.36429283,0.32403255,0.5495144,0.5130144,0.33245903,0.54771215,0.5389187
0.81875575,0.77490664,0.99999976,0.7296682,0.356023,0.40372688,0.41276062,0.41043073,0.5610606,0.63052994,0.35077158,0.5362584,0.4074838,0.39033848,0.61988133,0.58891946,0.36549538,0.4556469,0.31422418,0.6429945,0.66626227,0.413443,0.6604325,0.57817495
0.6813436,0.64609295,0.7296682,0.99999976,0.50613105,0.5199223,0.4551443,0.44043127,0.734687,0.49772292,0.3576337,0.5494045,0.38902014,0.40177742,0.53057516,0.5091551,0.40163183,0.47078463,0.37677938,0.4972314,0.6709648,0.5107752,0.6437183,0.5859852
0.43791494,0.32839343,0.356023,0.50613105,0.99999994,0.57214314,0.60053056,0.43996438,0.4939196,0.34707245,0.2810762,0.25882646,0.34890026,0.36280283,0.382206,0.4174251,0.21101576,0.4077605,0.3009633,0.3120205,0.37383953,0.5441348,0.4206113,0.41472873
0.4061673,0.3397443,0.40372688,0.5199223,0.57214314,1.0000004,0.56735516,0.43551934,0.5556828,0.20052443,0.13063087,0.26900584,0.39101088,0.28061807,0.30101964,0.26283246,0.2793111,0.2551694,0.26646826,0.30560884,0.37757105,0.30252776,0.3985807,0.38556603
0.39228237,0.32088897,0.41276062,0.4551443,0.60053056,0.56735516,0.9999997,0.44783694,0.49580157,0.28839004,0.17870748,0.28742537,0.378044,0.37866747,0.32586047,0.3214984,0.39294675,0.36069924,0.3344799,0.31890634,0.31420493,0.27412853,0.39552447,0.27233166
0.46554962,0.3895609,0.41043073,0.44043127,0.43996438,0.43551934,0.44783694,0.99999976,0.6037852,0.33206838,0.51415104,0.28114578,0.43653503,0.3687569,0.34722033,0.396463,0.26769322,0.54419976,0.3898678,0.4962795,0.38625097,0.2748742,0.4334477,0.35086575
0.59649044,0.493732,0.5610606,0.734687,0.4939196,0.5556828,0.49580157,0.6037852,1.0000004,0.44969133,0.50229996,0.57765067,0.3576895,0.36856923,0.41625986,0.43292958,0.41973993,0.5404545,0.4711927,0.5431819,0.5897161,0.45806888,0.6317116,0.520273
0.67602754,0.6661993,0.63052994,0.49772292,0.34707245,0.20052443,0.28839004,0.33206838,0.44969133,0.9999995,0.39494252,0.56597304,0.28590044,0.4267734,0.56517607,0.5832041,0.29296312,0.3527155,0.20978406,0.56301135,0.47205707,0.38493422,0.5792081,0.5409193
0.41464588,0.3718221,0.35077158,0.3576337,0.2810762,0.13063087,0.17870748,0.51415104,0.50229996,0.39494252,1.0000001,0.33492312,0.33633178,0.36025843,0.31379944,0.37946984,0.31263,0.46199864,0.36219445,0.46250525,0.38463074,0.3846509,0.5128233,0.3566226
0.49087828,0.56368977,0.5362584,0.5494045,0.25882646,0.26900584,0.28742537,0.28114578,0.57765067,0.56597304,0.33492312,1.0000001,0.15508811,0.2438697,0.3549964,0.3677774,0.51396936,0.35030207,0.35905626,0.38987643,0.46918383,0.2748645,0.46929428,0.44372204
0.35791567,0.44007394,0.4074838,0.38902014,0.34890026,0.39101088,0.378044,0.43653503,0.3576895,0.28590044,0.33633178,0.15508811,0.99999934,0.4394392,0.32993528,0.41349974,0.23858775,0.27312112,0.25188133,0.35528338,0.34520322,0.29720744,0.3371438,0.30338854
0.3527615,0.39454764,0.39033848,0.40177742,0.36280283,0.28061807,0.37866747,0.3687569,0.36856923,0.4267734,0.36025843,0.2438697,0.4394392,1.0,0.6323487,0.5804742,0.4306363,0.37148747,0.34903798,0.5147311,0.44223687,0.3691561,0.5380182,0.48168796
